Annotator,Annotation,ID
xhua7183,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
xhua7183,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
xhua7183,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
xhua7183,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
xhua7183,Sports,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
xhua7183,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
xhua7183,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
xhua7183,War,Iraq Reaches Major Oil Deal With Kurds
xhua7183,War,How Britain Made James Foley's Killer
xhua7183,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
xixu2829,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
xixu2829,Business,Potentially interesting
xixu2829,Business,'Ship Your Enemies Glitter' business sells for $85K
xixu2829,Business,Australia's best private pools on the market
xixu2829,Business,Hamish McRae: Lessons for all as America bounces back
xixu2829,Business,'Impossible' for Saudi to reduce oil output: minister
xixu2829,Business,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
xixu2829,Entertainment,Eastenders: Carter clan set to implode in 2015
xixu2829,Entertainment,Snapper star dies
xixu2829,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
xixu2829,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
xixu2829,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
xixu2829,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
xixu2829,Entertainment,INXS relive one of their most successful years ever and their toughest
xixu2829,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
xixu2829,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
xixu2829,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
xixu2829,Entertainment,DUBS Bring Down The Noise In Night Clubs
xixu2829,Entertainment,Victorian Liberals sack candidate over role for porn star in campaign event
xixu2829,Error,The weirdest moments from 30 years of 'Ninja Turtles'
xixu2829,Error,"Coal is 'good for humanity', says Tony Abbott at mine opening"
xixu2829,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
xixu2829,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
xixu2829,Other,DU to go back to reevaluation system : News
xixu2829,Other,"We put your tax return hell questions to HMRC, and this is what they said"
xixu2829,Other,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
xixu2829,Other,Dewani cop didn't ace it
xixu2829,Other,"36 Hours in Strasbourg, France"
xixu2829,Other,The words that ended my marriage
xixu2829,Other,How to find love in 2015 without it costing the earth
xixu2829,Other,30 Items We Just Know You're Going To Want For Fall
xixu2829,Other,19 Things Scottish People Miss When They Move To London
xixu2829,Other,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
xixu2829,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
xixu2829,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
xixu2829,Politics,What has the Human Rights Act done for you?
xixu2829,Politics,Cong escalates attack on govt through social media - The Times of India
xixu2829,Politics,We should be banking on a brighter future for Scotland
xixu2829,Politics,Prosecutors seek to have McDonnell jailed during appeal
xixu2829,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
xixu2829,Politics,From the flower pot to Pantibar: Enda's gay support evolution
xixu2829,Politics,72-hour wait for Missouri abortions takes effect next month
xixu2829,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
xixu2829,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
xixu2829,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
xixu2829,Science and Technology,The Government's bid to boost mobile coverage could easily backfire - Telegraph
xixu2829,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
xixu2829,Science and Technology,Apple CarPlay infotainment system has lots of potential
xixu2829,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
xixu2829,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
xixu2829,Science and Technology,Anticipating the rise of the machine
xixu2829,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
xixu2829,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
xixu2829,Society,What is a sinkhole?
xixu2829,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
xixu2829,Society,The unborn babies who are already smiling for the camera
xixu2829,Society,'Parents these days' are judged too harshly
xixu2829,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
xixu2829,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
xixu2829,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
xixu2829,Society,Kane's account of sting draws increasing fire
xixu2829,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
xixu2829,Society,Philippine storm death toll rises to six - The Times of India
xixu2829,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
xixu2829,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
xixu2829,Society,Met policeman cleared after kicking mother tending to her child in hospital
xixu2829,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
xixu2829,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
xixu2829,Sports,Ice hockey boy gets floored
xixu2829,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
xixu2829,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
xixu2829,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
xixu2829,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
xixu2829,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
xixu2829,Sports,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
xixu2829,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
xixu2829,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
xixu2829,War,Iraq Reaches Major Oil Deal With Kurds
xixu2829,War,How Britain Made James Foley's Killer
xixu2829,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
xyao6908,Business,Potentially interesting
xyao6908,Business,Iraq Reaches Major Oil Deal With Kurds
xyao6908,Business,"We put your tax return hell questions to HMRC, and this is what they said"
xyao6908,Business,We should be banking on a brighter future for Scotland
xyao6908,Business,'Ship Your Enemies Glitter' business sells for $85K
xyao6908,Business,Australia's best private pools on the market
xyao6908,Business,Hamish McRae: Lessons for all as America bounces back
xyao6908,Business,'Impossible' for Saudi to reduce oil output: minister
xyao6908,Entertainment,Eastenders: Carter clan set to implode in 2015
xyao6908,Entertainment,Snapper star dies
xyao6908,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
xyao6908,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
xyao6908,Entertainment,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
xyao6908,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
xyao6908,Entertainment,INXS relive one of their most successful years ever and their toughest
xyao6908,Entertainment,"36 Hours in Strasbourg, France"
xyao6908,Entertainment,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
xyao6908,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
xyao6908,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
xyao6908,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
xyao6908,Entertainment,30 Items We Just Know You're Going To Want For Fall
xyao6908,Entertainment,19 Things Scottish People Miss When They Move To London
xyao6908,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
xyao6908,Error,The weirdest moments from 30 years of 'Ninja Turtles'
xyao6908,Health,The unborn babies who are already smiling for the camera
xyao6908,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
xyao6908,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
xyao6908,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
xyao6908,Politics,What has the Human Rights Act done for you?
xyao6908,Politics,Cong escalates attack on govt through social media - The Times of India
xyao6908,Politics,Prosecutors seek to have McDonnell jailed during appeal
xyao6908,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
xyao6908,Politics,72-hour wait for Missouri abortions takes effect next month
xyao6908,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
xyao6908,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
xyao6908,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
xyao6908,Science and Technology,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
xyao6908,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
xyao6908,Science and Technology,The Government's bid to boost mobile coverage could easily backfire - Telegraph
xyao6908,Science and Technology,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
xyao6908,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
xyao6908,Science and Technology,How to find love in 2015 without it costing the earth
xyao6908,Science and Technology,DUBS Bring Down The Noise In Night Clubs
xyao6908,Science and Technology,Apple CarPlay infotainment system has lots of potential
xyao6908,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
xyao6908,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
xyao6908,Science and Technology,Anticipating the rise of the machine
xyao6908,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
xyao6908,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
xyao6908,Society,What is a sinkhole?
xyao6908,Society,"Coal is 'good for humanity', says Tony Abbott at mine opening"
xyao6908,Society,'Parents these days' are judged too harshly
xyao6908,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
xyao6908,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
xyao6908,Society,DU to go back to reevaluation system : News
xyao6908,Society,Translators battle bad subtitles that lead to poor perception of Hong Kong films
xyao6908,Society,Kane's account of sting draws increasing fire
xyao6908,Society,Dewani cop didn't ace it
xyao6908,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
xyao6908,Society,The words that ended my marriage
xyao6908,Society,From the flower pot to Pantibar: Enda's gay support evolution
xyao6908,Society,Philippine storm death toll rises to six - The Times of India
xyao6908,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
xyao6908,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
xyao6908,Society,Met policeman cleared after kicking mother tending to her child in hospital
xyao6908,Society,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
xyao6908,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
xyao6908,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
xyao6908,Sports,Ice hockey boy gets floored
xyao6908,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
xyao6908,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
xyao6908,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
xyao6908,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
xyao6908,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
xyao6908,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
xyao6908,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
xyao6908,War,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
xyao6908,War,FBI investigating explosion outside NAACP office in Colorado - CNN.com
xyao6908,War,How Britain Made James Foley's Killer
xyao6908,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
xzha6890,Business,Potentially interesting
xzha6890,Business,'Ship Your Enemies Glitter' business sells for $85K
xzha6890,Business,Hamish McRae: Lessons for all as America bounces back
xzha6890,Business,'Impossible' for Saudi to reduce oil output: minister
xzha6890,Business,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
xzha6890,Entertainment,Eastenders: Carter clan set to implode in 2015
xzha6890,Entertainment,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
xzha6890,Entertainment,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
xzha6890,Entertainment,INXS relive one of their most successful years ever and their toughest
xzha6890,Entertainment,"36 Hours in Strasbourg, France"
xzha6890,Entertainment,Australia's best private pools on the market
xzha6890,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
xzha6890,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
xzha6890,Entertainment,How to find love in 2015 without it costing the earth
xzha6890,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
xzha6890,Entertainment,30 Items We Just Know You're Going To Want For Fall
xzha6890,Entertainment,Leading golfer Ian Poulter accused of being out of touch with reality
xzha6890,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
xzha6890,Error,"Coal is 'good for humanity', says Tony Abbott at mine opening"
xzha6890,Error,Dewani cop didn't ace it
xzha6890,Error,19 Things Scottish People Miss When They Move To London
xzha6890,Health,Ice hockey boy gets floored
xzha6890,Health,The unborn babies who are already smiling for the camera
xzha6890,Health,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
xzha6890,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
xzha6890,Health,Gene-Therapy Hope for 'Bubble Boy' Syndrome
xzha6890,Health,Woman dies after airport scanner interferes with her pacemaker - Telegraph
xzha6890,Other,The weirdest moments from 30 years of 'Ninja Turtles'
xzha6890,Other,TOWIE's Pascal Craymer nearly spills out of plunging red dress
xzha6890,Other,The words that ended my marriage
xzha6890,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
xzha6890,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
xzha6890,Politics,What has the Human Rights Act done for you?
xzha6890,Politics,The Government's bid to boost mobile coverage could easily backfire - Telegraph
xzha6890,Politics,"We put your tax return hell questions to HMRC, and this is what they said"
xzha6890,Politics,Cong escalates attack on govt through social media - The Times of India
xzha6890,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
xzha6890,Politics,72-hour wait for Missouri abortions takes effect next month
xzha6890,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
xzha6890,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
xzha6890,Science and Technology,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
xzha6890,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
xzha6890,Science and Technology,'Parents these days' are judged too harshly
xzha6890,Science and Technology,DU to go back to reevaluation system : News
xzha6890,Science and Technology,DUBS Bring Down The Noise In Night Clubs
xzha6890,Science and Technology,Apple CarPlay infotainment system has lots of potential
xzha6890,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
xzha6890,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
xzha6890,Science and Technology,Anticipating the rise of the machine
xzha6890,Society,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
xzha6890,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
xzha6890,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
xzha6890,Society,What is a sinkhole?
xzha6890,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
xzha6890,Society,Snapper star dies
xzha6890,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
xzha6890,Society,Interpol's Second Act: Inside the Gloom Kings' Return
xzha6890,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
xzha6890,Society,Iraq Reaches Major Oil Deal With Kurds
xzha6890,Society,Translators battle bad subtitles that lead to poor perception of Hong Kong films
xzha6890,Society,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
xzha6890,Society,We should be banking on a brighter future for Scotland
xzha6890,Society,Kane's account of sting draws increasing fire
xzha6890,Society,Prosecutors seek to have McDonnell jailed during appeal
xzha6890,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
xzha6890,Society,From the flower pot to Pantibar: Enda's gay support evolution
xzha6890,Society,Philippine storm death toll rises to six - The Times of India
xzha6890,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
xzha6890,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
xzha6890,Society,Met policeman cleared after kicking mother tending to her child in hospital
xzha6890,Society,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
xzha6890,Society,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
xzha6890,Society,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
xzha6890,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
xzha6890,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
xzha6890,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
xzha6890,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
xzha6890,Sports,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
xzha6890,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
xzha6890,War,How Britain Made James Foley's Killer
yage9511,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
yage9511,Business,Potentially interesting
yage9511,Business,"We put your tax return hell questions to HMRC, and this is what they said"
yage9511,Business,'Ship Your Enemies Glitter' business sells for $85K
yage9511,Business,Australia's best private pools on the market
yage9511,Business,Hamish McRae: Lessons for all as America bounces back
yage9511,Business,'Impossible' for Saudi to reduce oil output: minister
yage9511,Business,"Danger Beneath: 'Fracking' Gas, Oil Pipes Threaten Rural Residents"
yage9511,Entertainment,The weirdest moments from 30 years of 'Ninja Turtles'
yage9511,Entertainment,Snapper star dies
yage9511,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
yage9511,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
yage9511,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
yage9511,Entertainment,INXS relive one of their most successful years ever and their toughest
yage9511,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
yage9511,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
yage9511,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
yage9511,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
yage9511,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
yage9511,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
yage9511,Politics,What has the Human Rights Act done for you?
yage9511,Politics,Iraq Reaches Major Oil Deal With Kurds
yage9511,Politics,Cong escalates attack on govt through social media - The Times of India
yage9511,Politics,We should be banking on a brighter future for Scotland
yage9511,Politics,Prosecutors seek to have McDonnell jailed during appeal
yage9511,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
yage9511,Politics,72-hour wait for Missouri abortions takes effect next month
yage9511,Politics,Azerbaijan prosecutes a prominent human rights defenderon absurd charges.
yage9511,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
yage9511,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
yage9511,Science and Technology,What is a sinkhole?
yage9511,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
yage9511,Science and Technology,"Coal is 'good for humanity', says Tony Abbott at mine opening"
yage9511,Science and Technology,The Government's bid to boost mobile coverage could easily backfire - Telegraph
yage9511,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
yage9511,Science and Technology,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
yage9511,Science and Technology,Gene-Therapy Hope for 'Bubble Boy' Syndrome
yage9511,Science and Technology,DUBS Bring Down The Noise In Night Clubs
yage9511,Science and Technology,Apple CarPlay infotainment system has lots of potential
yage9511,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
yage9511,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
yage9511,Science and Technology,Anticipating the rise of the machine
yage9511,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
yage9511,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
yage9511,Society,Eastenders: Carter clan set to implode in 2015
yage9511,Society,Poppy Appeal: Amputee soldiers join Joss Stone at Cenotaph vigil
yage9511,Society,The unborn babies who are already smiling for the camera
yage9511,Society,'Parents these days' are judged too harshly
yage9511,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
yage9511,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
yage9511,Society,DU to go back to reevaluation system : News
yage9511,Society,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
yage9511,Society,Kane's account of sting draws increasing fire
yage9511,Society,Dewani cop didn't ace it
yage9511,Society,"36 Hours in Strasbourg, France"
yage9511,Society,How Britain Made James Foley's Killer
yage9511,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
yage9511,Society,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
yage9511,Society,The words that ended my marriage
yage9511,Society,How to find love in 2015 without it costing the earth
yage9511,Society,From the flower pot to Pantibar: Enda's gay support evolution
yage9511,Society,Philippine storm death toll rises to six - The Times of India
yage9511,Society,EXCLUSIVE: MH370 will 'NEVER be found' as 'there's no sensible theory to where it is'
yage9511,Society,Father fatally shoots man in daughter's room in Northeast Philadelphia
yage9511,Society,30 Items We Just Know You're Going To Want For Fall
yage9511,Society,Met policeman cleared after kicking mother tending to her child in hospital
yage9511,Society,19 Things Scottish People Miss When They Move To London
yage9511,Society,Woman dies after airport scanner interferes with her pacemaker - Telegraph
yage9511,Society,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
yage9511,Sports,"Devastated as captain, Tendulkar wanted to quit: Autobiography - The Times of India"
yage9511,Sports,Ice hockey boy gets floored
yage9511,Sports,Nine to Know: Red Sox Stats Pack  Good at Losing Edition
yage9511,Sports,Radamel Falcao: Colombian striker 'really wants to stay' at Manchester United - but it depends on how much he plays
yage9511,Sports,"Indian women beat Japan, win bronze in Asiad hockey"
yage9511,Sports,http://www.scotsman.com/news/celebrity/andy-murray-courts-controversy-with-ss-logo-1-3662942
yage9511,Sports,"Cricket: Associations set plans for bright future | Otago Daily Times Online News : Otago, South..."
yage9511,Sports,Louis van Gaal hands out Christmas presents to fans on Boxing Day
yage9511,Sports,Leading golfer Ian Poulter accused of being out of touch with reality
yage9511,War,FBI investigating explosion outside NAACP office in Colorado - CNN.com
yage9511,War,Russian armoured vehicles and military trucks cross border into Ukraine  - Telegraph
ycao6928,Business,Google 'committed' to Ireland despite plans to phase out controversial tax rules - Independent.ie
ycao6928,Business,Potentially interesting
ycao6928,Business,'Ship Your Enemies Glitter' business sells for $85K
ycao6928,Business,Hamish McRae: Lessons for all as America bounces back
ycao6928,Business,'Impossible' for Saudi to reduce oil output: minister
ycao6928,Entertainment,Eastenders: Carter clan set to implode in 2015
ycao6928,Entertainment,The unborn babies who are already smiling for the camera
ycao6928,Entertainment,Snapper star dies
ycao6928,Entertainment,Interpol's Second Act: Inside the Gloom Kings' Return
ycao6928,Entertainment,Translators battle bad subtitles that lead to poor perception of Hong Kong films
ycao6928,Entertainment,TOWIE's Pascal Craymer nearly spills out of plunging red dress
ycao6928,Entertainment,INXS relive one of their most successful years ever and their toughest
ycao6928,Entertainment,Ryan Giggs' brother says footballer's eight-year affair with his wife 'demolished' his family
ycao6928,Entertainment,'Paddington' director on the 'sad' departure of Colin Firth | EW.com
ycao6928,Entertainment,Musicians Besides Frank Who Have Preferred Masks Onstage
ycao6928,Entertainment,Paul Hollywood & his wife Alexandra put on a united front at the NTAs
ycao6928,Entertainment,Win one of 10 luxury holidays at the Telegraph Cruise Show - Telegraph
ycao6928,Health,"After my cancer diagnosis, my anxiety disappeared. Now I'll do anything to keep this body | Clare Atkinson"
ycao6928,Politics,"Obama proposes consumer data protections, even as a military Twitter account is hacked"
ycao6928,Politics,Vic premier has lost the plot says Geoff Shaw after surviving expulsion
ycao6928,Politics,What has the Human Rights Act done for you?
ycao6928,Politics,Cong escalates attack on govt through social media - The Times of India
ycao6928,Politics,We should be banking on a brighter future for Scotland
ycao6928,Politics,"If US had a patent law like ours, they would discover many more drugs: Anand Grover - The Times of India"
ycao6928,Politics,72-hour wait for Missouri abortions takes effect next month
ycao6928,Politics,Victorian Liberals sack candidate over role for porn star in campaign event
ycao6928,Politics,Outrage as EU politicians demand extra PS8BILLION from taxpayers for Brussels budget
ycao6928,Science and Technology,The weirdest moments from 30 years of 'Ninja Turtles'
ycao6928,Science and Technology,Tim Cook puts personal touch on iPhone 6 launch - The Times of India
ycao6928,Science and Technology,The Government's bid to boost mobile coverage could easily backfire - Telegraph
ycao6928,Science and Technology,Over half of all gadgets used at Christmas were made by Apple
ycao6928,Science and Technology,EW discusses: Does 'Super Smash Bros.' succeed on the 3DS? | EW.com
ycao6928,Science and Technology,Gene-Therapy Hope for 'Bubble Boy' Syndrome
ycao6928,Science and Technology,Apple CarPlay infotainment system has lots of potential
ycao6928,Science and Technology,Coming Picture Of A Supermassive Black Hole Will Be The 'Image Of The Century'
ycao6928,Science and Technology,TeradataVoice: The Catch-22 In Cyber Defense: More Isn't Always Better
ycao6928,Science and Technology,Anticipating the rise of the machine
ycao6928,Society,Dad crushed to death in lift as a result of 'safety breaches' - court hears - Independent.ie
ycao6928,Society,Ex-NYPD cop slams 'black brunch' with gun-toting selfie
ycao6928,Society,What is a sinkhole?
ycao6928,Society,"Coal is 'good for humanity', says Tony Abbott at mine opening"
ycao6928,Society,'Parents these days' are judged too harshly
ycao6928,Society,Campaigners call for online retailer to remove 'unacceptable' baby clothes branded with 'sexualised and porn-inspired imagery'
ycao6928,Society,"Girl killed, 11 injured in fiery crash on 60 Freeway in South El Monte, all lanes closed"
ycao6928,Society,FBI investigating explosion outside NAACP office in Colorado - CNN.com
ycao6928,Society,DU to go back to reevaluation system : News
ycao6928,Society,"We put your tax return hell questions to HMRC, and this is what they said"
ycao6928,Society,Book quiz: How well do you know literature? Take the demonic Wigtown Book Festival pub quiz - Telegraph
ycao6928,Society,Kane's account of sting draws increasing fire
ycao6928,Society,Dewani cop didn't ace it
ycao6928,Society,"36 Hours in Strasbourg, France"
ycao6928,Society,How Britain Made James Foley's Killer
ycao6928,Society,Prosecutors seek to have McDonnell jailed during appeal
ycao6928,Society,Kate Malonyay murdered by Elliot Coulson after uncovering web of lies: coroner
ycao6928,Society,Australia's best private pools on the market
ycao6928,Society,The words that ended my marriage
ycao6928,Society,How to find love in 2015 without it costing the earth
ycao6928,Society,From the flower pot to Pantibar: Enda's gay support evolution
